ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region
ASV186,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus,Eukaryota,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus 5,Salvelinus curilus,182,118,64,3592.6354072858476,63.7261,-68.5156,False,False,DOUBTFUL,Salvelinus agassizii; Salvelinus albus; Salvelinus alpinus; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus boganidae; Salvelinus colii; Salvelinus confluentus; Salvelinus czerskii; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus fontinalis; Salvelinus gracillimus; Salvelinus grayi; Salvelinus gritzenkoi; Salvelinus inframundus; Salvelinus jacuticus; Salvelinus japonicus; Salvelinus killinensis; Salvelinus kingi; Salvelinus krogiusae; Salvelinus kronocius; Salvelinus kuznetzovi; Salvelinus lepechini; Salvelinus leucomaenis; Salvelinus levanidovi; Salvelinus lonsdalii; Salvelinus mallochi; Salvelinus malma; Salvelinus maxillaris; Salvelinus multidentatus; Salvelinus murta; Salvelinus namaycush; Salvelinus neiva; Salvelinus neocomensis; Salvelinus obtusus; Salvelinus perisii; Salvelinus profundus; Salvelinus salvelinoinsularis; Salvelinus schmidti; Salvelinus struanensis; Salvelinus taimyricus; Salvelinus taranetzi; Salvelinus thingvallensis; Salvelinus tolmachoffi; Salvelinus umbla; Salvelinus vasiljevae; Salvelinus willoughbii; Salvelinus youngeri
ASV187,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 14,,,,,,,,,,,
ASV188,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 9,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV189,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus melops,Eukaryota,Symphodus melops,Symphodus melops,Symphodus melops 2,Symphodus melops,307,64,243,0,,,True,True,CONFIRMED,
ASV190,Eukaryota,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Etmopterus,Etmopterus spinax,Eukaryota,Etmopterus spinax,Etmopterus spinax,Etmopterus spinax,Etmopterus spinax,485,75,410,0,,,True,True,CONFIRMED,
ASV191,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 15,,,,,,,,,,,
ASV192,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus dauuricus,Eukaryota,Corvus dauuricus,Corvus dauuricus,Corvus dauuricus,Corvus dauuricus,8,8,0,555.0522700377498,,,False,False,POSSIBLE,Corvus adsimilis; Corvus albicollis; Corvus albus; Corvus annectens; Corvus antecorax; Corvus balicassius; Corvus bennetti; Corvus brachyrhynchos; Corvus brachyurus; Corvus calvus; Corvus capensis; Corvus caurinus; Corvus cecilae; Corvus corax; Corvus cornix; Corvus corone; Corvus coronoides; Corvus crassirostris; Corvus cryptoleucus; Corvus culminatus; Corvus curvirostris; Corvus cyanoleucus; Corvus cyanopogon; Corvus edithae; Corvus enca; Corvus florensis; Corvus frugilegus; Corvus fuscicapillus; Corvus hawaiiensis; Corvus hottentottus; Corvus hungaricus; Corvus imparatus; Corvus insularis; Corvus jamaicensis; Corvus kubaryi; Corvus leucognaphalus; Corvus levaillantii; Corvus littoralis; Corvus macrorhynchos; Corvus macrorhynchus; Corvus marianae; Corvus meeki; Corvus melanops; Corvus mellori; Corvus minutus; Corvus moneduloides; Corvus montanus; Corvus moriorum; Corvus nasicus; Corvus nudus; Corvus orru; Corvus osai; Corvus ossifragus; Corvus palmarum; Corvus papuensis; Corvus paradisi; Corvus pectoralis; Corvus peregrinus; Corvus pileatus; Corvus pliocaenus; Corvus praecorax; Corvus pumilis; Corvus pusillus; Corvus rhipidurus; Corvus ruficollis; Corvus samarensis; Corvus shufeldti; Corvus sinaloae; Corvus spec; Corvus splendens; Corvus sylvestris; Corvus tasmanicus; Corvus torquatus; Corvus tristis; Corvus typicus; Corvus unicolor; Corvus validus; Corvus varians; Corvus varius; Corvus violaceus; Corvus woodfordi
ASV193,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Crystallogobius,Crystallogobius linearis,Eukaryota,Crystallogobius linearis,Crystallogobius linearis,Crystallogobius linearis 2,Crystallogobius linearis,7,2,5,0,,,True,True,CONFIRMED,
ASV194,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus norvegicus,Eukaryota,Zeugopterus norvegicus,Zeugopterus norvegicus,Zeugopterus norvegicus 3,Zeugopterus norvegicus,36,20,16,0,,,True,True,CONFIRMED,
ASV195,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 16,,,,,,,,,,,
ASV196,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis crassispina,Eukaryota,Pholis crassispina,Pholis crassispina,Pholis crassispina 2,Pholis crassispina,386,238,148,4982.431089372524,45.0823,-67.088083,False,False,DOUBTFUL,Centronotus islandicus; Gunnellus crassispina; Gunnellus ruberrimus; Gunnellus vulgaris; Pholis clemensi; Pholis fangi; Pholis fasciata; Pholis gunnellus; Pholis laeta; Pholis nea; Pholis nebulosa; Pholis ornata; Pholis picta; Pholis schultzi
ASV197,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 5,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV198,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 17,,,,,,,,,,,
ASV199,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 24,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV200,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Acantholabrus,Acantholabrus palloni,Eukaryota,Acantholabrus palloni,Acantholabrus palloni,Acantholabrus palloni 1,Acantholabrus palloni,16,16,0,0,,,True,True,CONFIRMED,
ASV201,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Eukaryota,Sus scrofa,Sus scrofa,Sus scrofa 2,Sus scrofa,22,22,0,0,,,True,True,CONFIRMED,
ASV202,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 10,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV203,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 4,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,
ASV204,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 5,,,,,,,,,,,
ASV205,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 25,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV206,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Acantholabrus,Acantholabrus palloni,Eukaryota,Acantholabrus palloni,Acantholabrus palloni,Acantholabrus palloni 2,Acantholabrus palloni,16,16,0,0,,,True,True,CONFIRMED,
ASV207,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis orientalis,Eukaryota,Ovis orientalis,Ovis orientalis,Ovis orientalis,Ovis orientalis,391,391,0,1509.399875860781,50.0161,6.09145,False,False,DOUBTFUL,Ovis ammon; Ovis arabica; Ovis aries; Ovis blanfordi; Ovis bochariensis; Ovis canadensis; Ovis collium; Ovis cycloceros; Ovis dalli; Ovis darwini; Ovis dorshi; Ovis gmelini; Ovis guineensis; Ovis hodgsoni; Ovis isphahanica; Ovis jubata; Ovis karelini; Ovis mamillaris; Ovis nigrimontana; Ovis nivicola; Ovis severtzovi; Ovis shantungensis; Ovis sheldoni; Ovis spec; Ovis strepsiceros; Ovis vigne
ASV208,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 26,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV209,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 11,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV210,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus quadricornis,Eukaryota,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis 4,Myoxocephalus quadricornis,2112,1304,808,288.88861603725195,,,False,True,PLAUSIBLE,
ASV211,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 27,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV212,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 12,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV213,Eukaryota,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,Cepphus grylle,Eukaryota,Cepphus grylle,Cepphus grylle,Cepphus grylle,Cepphus grylle,23995,21832,2163,0,,,True,True,CONFIRMED,
ASV214,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 28,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV215,Eukaryota,Chordata,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,,Mammalia,Mammalia 1,,,,,,,,,,,
ASV216,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 29,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV217,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 6,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV218,Eukaryota,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus hodgsoni,Eukaryota,Anthus hodgsoni,Anthus hodgsoni,Anthus hodgsoni,Anthus hodgsoni,144,144,0,0,,,True,True,CONFIRMED,
ASV219,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 4,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali
ASV220,Eukaryota,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor fiber,Eukaryota,Castor fiber,Castor fiber,Castor fiber,Castor fiber,2382,2382,0,0,,,True,True,CONFIRMED,
ASV221,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus bergylta,Eukaryota,Labrus bergylta,Labrus bergylta,Labrus bergylta 2,Labrus bergylta,338,110,228,0,,,True,True,CONFIRMED,
ASV222,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Eukaryota,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus aculeatus 5,Gasterosteus aculeatus,1341,1335,6,0,,,True,True,CONFIRMED,
ASV223,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Eukaryota,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus 2,Melanogrammus aeglefinus,1003,172,831,0,,,True,True,CONFIRMED,
ASV224,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Eukaryota,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus aculeatus 6,Gasterosteus aculeatus,1341,1335,6,0,,,True,True,CONFIRMED,
ASV225,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 7,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV226,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 12,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV227,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 1,,,,,,,,,,,
ASV228,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Eukaryota,Gadus morhua,Gadus morhua,Gadus morhua 2,Gadus morhua,7145,3129,4016,0,,,True,True,CONFIRMED,
ASV230,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 18,,,,,,,,,,,
ASV231,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 4,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,
ASV232,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Centrolabrus,Centrolabrus exoletus,Eukaryota,Centrolabrus exoletus,Centrolabrus exoletus,Centrolabrus exoletus 2,Centrolabrus exoletus,125,29,96,0,,,True,True,CONFIRMED,
ASV233,Eukaryota,Chordata,Mammalia,Artiodactyla,Artiodactyla,Artiodactyla,Artiodactyla,Eukaryota,,Artiodactyla,Artiodactyla,,,,,,,,,,,
ASV234,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica,Eukaryota,Pica pica,Pica pica,Pica pica,Pica pica,113843,113843,0,0,,,True,True,CONFIRMED,
ASV235,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 5,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,
ASV237,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo macrostigma,Eukaryota,Salmo macrostigma,Salmo macrostigma,Salmo macrostigma 2,Salmo macrostigma,219,210,9,2144.0742965504915,44.233611,10.364444,False,False,DOUBTFUL,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus; Salmo arcturus; Salmo ardahanensis; Salmo auratus; Salmo balcanicus; Salmo baliki; Salmo bathoecetor; Salmo bodschac; Salmo boops; Salmo brasiliensis; Salmo callaris; Salmo campbelli; Salmo carinatus; Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo cettii; Salmo chilo; Salmo chimbure; Salmo ciscaucasicus; Salmo coruhensis; Salmo curima; Salmo curimata; Salmo cyprinoides; Salmo dentex; Salmo denticulosus; Salmo digitalis; Salmo duhani; Salmo edentulus; Salmo eremogenes; Salmo erythraeus; Salmo erythrinus; Salmo erythrophthalmus; Salmo erythrorynchos; Salmo euphrataeus; Salmo evermanni; Salmo ezenami; Salmo fahrettini; Salmo farioides; Salmo ferox; Salmo fibreni; Salmo germanorum; Salmo gibber; Salmo gillaroo; Salmo gracilis; Salmo grandoculus; Salmo gronovii; Salmo hearnii; Salmo hoodii; Salmo icimus; Salmo illanken; Salmo inghaghitsh; Salmo ischchan; Salmo japonensis; Salmo jaraqui; Salmo kayko; Salmo kottelati; Salmo kundsha; Salmo kunsha; Salmo labecula; Salmo labrax; Salmo laevigatus; Salmo leptosoma; Salmo letnica; Salmo lodde; Salmo lossos; Salmo lourosensis; Salmo lucius; Salmo lumi; Salmo lycaodon; Salmo macedonicus; Salmo marmoratus; Salmo matrincham; Salmo melampterus; Salmo melanurus; Salmo mendocinensis; Salmo microcephalus; Salmo microps; Salmo montenigrinus; Salmo muchsan; Salmo muikisi; Salmo multipunctata; Salmo munzuricus; Salmo murathani; Salmo naresii; Salmo nigrescens; Salmo nigripinnis; Salmo nitidus; Salmo notatus; Salmo nummifer; Salmo obtusirostris; Salmo ochiutus; Salmo octoradiatus; Salmo ohridanus; Salmo okumusi; Salmo omul; Salmo opimus; Salmo ovatus; Salmo pacu; Salmo pacupeba; Salmo pallaryi; Salmo parr; Salmo pelagonicus; Salmo pellegrini; Salmo pennanti; Salmo pequira; Salmo peristericus; Salmo piraputanga; Salmo platycephalus; Salmo pomatops; Salmo punctatus; Salmo reidur; Salmo rhodanensis; Salmo rivalis; Salmo rizeensis; Salmo roosevelti; Salmo roschal; Salmo rosei; Salmo rossii; Salmo sachicanga; Salmo salar; Salmo salaroides; Salmo samlet; Salmo saramao; Salmo schiefermuelleri; Salmo schrankii; Salmo septemradiatus; Salmo spec; Salmo spilurus; Salmo stomachicus; Salmo taleri; Salmo tamuco; Salmo tapdisma; Salmo tigridis; Salmo trigintaoctoradiatus; Salmo trutta; Salmo truttasalar; Salmo tumbel; Salmo undecimradiatus; Salmo ursinus; Salmo vario; Salmo villosus; Salmo viridis; Salmo visovacensis; Salmo wimba; Salmo zrmanjaensis
ASV238,Eukaryota,Chordata,Chordata,Chordata,Chordata,Chordata,Chordata,Eukaryota,,Chordata,Chordata,,,,,,,,,,,
ASV240,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 6,,,,,,,,,,,
ASV241,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 8,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,
ASV242,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 6,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
ASV243,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 13,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV244,Eukaryota,Chordata,Actinopteri,Blenniiformes,Blenniidae,Lipophrys,Lipophrys pholis,Eukaryota,Lipophrys pholis,Lipophrys pholis,Lipophrys pholis 2,Lipophrys pholis,21,21,0,0,,,True,True,CONFIRMED,
ASV245,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Crystallogobius,Crystallogobius linearis,Eukaryota,Crystallogobius linearis,Crystallogobius linearis,Crystallogobius linearis 3,Crystallogobius linearis,7,2,5,0,,,True,True,CONFIRMED,
ASV246,Eukaryota,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum,Eukaryota,Delichon urbicum,Delichon urbicum,Delichon urbicum,Delichon urbicum,12612,12612,0,0,,,True,True,CONFIRMED,
ASV247,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus phoxinus,Eukaryota,Phoxinus phoxinus,Phoxinus phoxinus,Phoxinus phoxinus,Phoxinus phoxinus,4604,4604,0,0,,,True,True,CONFIRMED,
ASV248,Eukaryota,Chordata,Actinopteri,Perciformes,Perciformes,Perciformes,Perciformes,Eukaryota,,Perciformes,Perciformes,,,,,,,,,,,
ASV249,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus,Eukaryota,,Gasterosteus,Gasterosteus 1,,,,,,,,,,,
ASV250,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Spinachia,Spinachia spinachia,Eukaryota,Spinachia spinachia,Spinachia spinachia,Spinachia spinachia,Spinachia spinachia,55,54,1,0,,,True,True,CONFIRMED,
ASV251,Eukaryota,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,Eukaryota,Parus major,Parus major,Parus major,Parus major,171731,171731,0,0,,,True,True,CONFIRMED,
ASV252,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Eukaryota,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius 2,Merluccius merluccius,416,57,359,0,,,True,True,CONFIRMED,
ASV253,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 13,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV254,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 7,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
