"ASV_ID","kingdom","phylum","class","order","family","genus","species","domain","species_raw","best_id","species_lab"
"ASV168","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 7"
"ASV169","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Brosme","Brosme brosme","Eukaryota","Brosme brosme","Brosme brosme","Brosme brosme 3"
"ASV170","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Homo sapiens","Homo sapiens","Homo sapiens 5"
"ASV171","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus reticulatus","Eukaryota","Callionymus reticulatus","Callionymus reticulatus","Callionymus reticulatus 2"
"ASV172","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus","Eukaryota","Pomatoschistus minutus","Pomatoschistus minutus","Pomatoschistus minutus 2"
"ASV173","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 13"
"ASV174","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 8"
"ASV175","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Crystallogobius","Crystallogobius linearis","Eukaryota","Crystallogobius linearis","Crystallogobius linearis","Crystallogobius linearis 1"
"ASV176","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 10"
"ASV177","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus punctatus","Eukaryota","Zeugopterus punctatus","Zeugopterus punctatus","Zeugopterus punctatus 3"
"ASV178","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus","Eukaryota","Glyptocephalus zachirus","Glyptocephalus zachirus","Glyptocephalus zachirus 2"
"ASV179","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 4"
"ASV180","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectidae","Pleuronectidae","Eukaryota",NA,"Pleuronectidae","Pleuronectidae 3"
"ASV181","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Homo sapiens","Homo sapiens","Homo sapiens 6"
"ASV182","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","Salvelinus curilus","Eukaryota","Salvelinus curilus","Salvelinus curilus","Salvelinus curilus 4"
"ASV183","Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala islandica","Eukaryota","Bucephala islandica","Bucephala islandica","Bucephala islandica"
"ASV184","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 11"
"ASV185","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 5"
"ASV186","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","Salvelinus curilus","Eukaryota","Salvelinus curilus","Salvelinus curilus","Salvelinus curilus 5"
"ASV187","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 14"
"ASV188","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 9"
"ASV189","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Symphodus","Symphodus melops","Eukaryota","Symphodus melops","Symphodus melops","Symphodus melops 2"
"ASV190","Eukaryota","Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Etmopterus","Etmopterus spinax","Eukaryota","Etmopterus spinax","Etmopterus spinax","Etmopterus spinax"
"ASV191","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 15"
"ASV192","Eukaryota","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus dauuricus","Eukaryota","Corvus dauuricus","Corvus dauuricus","Corvus dauuricus"
"ASV193","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Crystallogobius","Crystallogobius linearis","Eukaryota","Crystallogobius linearis","Crystallogobius linearis","Crystallogobius linearis 2"
"ASV194","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus norvegicus","Eukaryota","Zeugopterus norvegicus","Zeugopterus norvegicus","Zeugopterus norvegicus 3"
"ASV195","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 16"
"ASV196","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis crassispina","Eukaryota","Pholis crassispina","Pholis crassispina","Pholis crassispina 2"
"ASV197","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 5"
"ASV198","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 17"
"ASV199","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 24"
"ASV200","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Acantholabrus","Acantholabrus palloni","Eukaryota","Acantholabrus palloni","Acantholabrus palloni","Acantholabrus palloni 1"
"ASV201","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Eukaryota","Sus scrofa","Sus scrofa","Sus scrofa 2"
"ASV202","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 10"
"ASV203","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus","Eukaryota","Scomber scombrus","Scomber scombrus","Scomber scombrus 4"
"ASV204","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","Eukaryota",NA,"Clupea","Clupea 5"
"ASV205","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 25"
"ASV206","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Acantholabrus","Acantholabrus palloni","Eukaryota","Acantholabrus palloni","Acantholabrus palloni","Acantholabrus palloni 2"
"ASV207","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis orientalis","Eukaryota","Ovis orientalis","Ovis orientalis","Ovis orientalis"
"ASV208","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 26"
"ASV209","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 11"
"ASV210","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Eukaryota","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus quadricornis 4"
"ASV211","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 27"
"ASV212","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 12"
"ASV213","Eukaryota","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus grylle","Eukaryota","Cepphus grylle","Cepphus grylle","Cepphus grylle"
"ASV214","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 28"
"ASV215","Eukaryota","Chordata","Mammalia","Mammalia","Mammalia","Mammalia","Mammalia","Eukaryota",NA,"Mammalia","Mammalia 1"
"ASV216","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 29"
"ASV217","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 6"
"ASV218","Eukaryota","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus hodgsoni","Eukaryota","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni"
"ASV219","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Eukaryota","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus 4"
"ASV220","Eukaryota","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor fiber","Eukaryota","Castor fiber","Castor fiber","Castor fiber"
"ASV221","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Labrus","Labrus bergylta","Eukaryota","Labrus bergylta","Labrus bergylta","Labrus bergylta 2"
"ASV222","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Eukaryota","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus 5"
"ASV223","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Eukaryota","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Melanogrammus aeglefinus 2"
"ASV224","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Eukaryota","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus 6"
"ASV225","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 7"
"ASV226","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 12"
"ASV227","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo","Eukaryota",NA,"Salmo","Salmo 1"
"ASV228","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","Eukaryota","Gadus morhua","Gadus morhua","Gadus morhua 2"
"ASV230","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 18"
"ASV231","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Brosme","Brosme brosme","Eukaryota","Brosme brosme","Brosme brosme","Brosme brosme 4"
"ASV232","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Centrolabrus","Centrolabrus exoletus","Eukaryota","Centrolabrus exoletus","Centrolabrus exoletus","Centrolabrus exoletus 2"
"ASV233","Eukaryota","Chordata","Mammalia","Artiodactyla","Artiodactyla","Artiodactyla","Artiodactyla","Eukaryota",NA,"Artiodactyla","Artiodactyla"
"ASV234","Eukaryota","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica pica","Eukaryota","Pica pica","Pica pica","Pica pica"
"ASV235","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Brosme","Brosme brosme","Eukaryota","Brosme brosme","Brosme brosme","Brosme brosme 5"
"ASV237","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo macrostigma","Eukaryota","Salmo macrostigma","Salmo macrostigma","Salmo macrostigma 2"
"ASV238","Eukaryota","Chordata","Chordata","Chordata","Chordata","Chordata","Chordata","Eukaryota",NA,"Chordata","Chordata"
"ASV240","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","Eukaryota",NA,"Clupea","Clupea 6"
"ASV241","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 8"
"ASV242","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 6"
"ASV243","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 13"
"ASV244","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Lipophrys","Lipophrys pholis","Eukaryota","Lipophrys pholis","Lipophrys pholis","Lipophrys pholis 2"
"ASV245","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Crystallogobius","Crystallogobius linearis","Eukaryota","Crystallogobius linearis","Crystallogobius linearis","Crystallogobius linearis 3"
"ASV246","Eukaryota","Chordata","Aves","Passeriformes","Hirundinidae","Delichon","Delichon urbicum","Eukaryota","Delichon urbicum","Delichon urbicum","Delichon urbicum"
"ASV247","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus phoxinus","Eukaryota","Phoxinus phoxinus","Phoxinus phoxinus","Phoxinus phoxinus"
"ASV248","Eukaryota","Chordata","Actinopteri","Perciformes","Perciformes","Perciformes","Perciformes","Eukaryota",NA,"Perciformes","Perciformes"
"ASV249","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus","Eukaryota",NA,"Gasterosteus","Gasterosteus 1"
"ASV250","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Spinachia","Spinachia spinachia","Eukaryota","Spinachia spinachia","Spinachia spinachia","Spinachia spinachia"
"ASV251","Eukaryota","Chordata","Aves","Passeriformes","Paridae","Parus","Parus major","Eukaryota","Parus major","Parus major","Parus major"
"ASV252","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius merluccius","Eukaryota","Merluccius merluccius","Merluccius merluccius","Merluccius merluccius 2"
"ASV253","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 13"
"ASV254","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 7"
"ASV256","Eukaryota","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus brachyrhynchus","Eukaryota","Larus brachyrhynchus","Larus brachyrhynchus","Larus brachyrhynchus"
"ASV257","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Eukaryota","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus 5"
"ASV258","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 14"
"ASV259","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva molva","Eukaryota","Molva molva","Molva molva","Molva molva 6"
"ASV260","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Eukaryota","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus quadricornis 5"
"ASV261","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus microps","Eukaryota","Pomatoschistus microps","Pomatoschistus microps","Pomatoschistus microps 2"
"ASV262","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo","Eukaryota",NA,"Salmo","Salmo 2"
"ASV263","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus","Eukaryota","Scomber scombrus","Scomber scombrus","Scomber scombrus 5"
"ASV264","Eukaryota","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus abyssinicus","Eukaryota","Turdus abyssinicus","Turdus abyssinicus","Turdus abyssinicus 2"
"ASV265","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 9"
"ASV266","Eukaryota","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus abyssinicus","Eukaryota","Turdus abyssinicus","Turdus abyssinicus","Turdus abyssinicus 3"
"ASV268","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","Eukaryota","Gadus morhua","Gadus morhua","Gadus morhua 3"
"ASV269","Eukaryota","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica","Eukaryota","Hirundo rustica","Hirundo rustica","Hirundo rustica"
"ASV270","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 15"
